-1.707067608688242144e+00	3.675451628625138745e-01	7.010152440228882842e-01	3.664687253387052257e-01	6.735570957361496358e-01	1.251547648134296864e+00	-7.138169472010793548e-01	2.847438487997080436e+00
6.475480654395748825e-01	-1.072018964156217669e+00	-7.158301697870425029e-01	-5.167722041924104337e-01	-2.326442154652261229e-01	2.765430644561533757e+00	-1.584066008785408375e+00	-5.215485585100108207e-02
-4.466676157756677146e-01	6.930040172769064144e-01	2.726397573580332523e+00	4.086487453496203681e-01	3.532917253016857106e+00	-7.142164643611087493e-01	-2.943121039157665653e-01	-3.851771741137596239e-01
1.460333339972661459e+00	-8.743191189026021659e-01	-7.728443552081304402e-01	-1.539901825860579693e-02	-4.689502552043736672e-01	2.726956836843666299e+00	-1.830104501508417414e+00	-2.518538636482344772e-01
-9.772733145085195083e-01	4.535031494538301899e-01	2.961148738695097204e+00	2.892386875499399213e-01	3.453454507845611143e+00	-8.166883511944389440e-01	2.063130500372123977e-01	-3.034808853881034163e-01
8.632109645715153601e-01	-1.253707318945313842e+00	-9.645546399513249547e-01	-4.597170674211104591e-01	-5.867056421548236811e-01	2.905311923125612150e+00	-1.914810491282048277e+00	1.506658276482990277e-01
1.145158363032415583e+00	-1.008631130279474819e+00	-8.106842892598626893e-01	-3.510285205880526171e-01	-4.854009650845306778e-01	2.632419645557982246e+00	-1.808584135787669522e+00	3.271883732307264703e-01
-2.401711106488905845e+00	-7.554084423631590717e-01	1.307247224448802592e-01	1.060173405108555400e-03	3.272509564833290252e-01	2.567911511783631084e+00	-6.873244284730925177e-03	2.123673205751610837e-01
-1.197257160236181894e+00	-2.547397631016760644e-01	2.898789573153661703e+00	-8.779553863390481341e-03	3.589543154372193179e+00	-6.072956527512016756e-01	7.805595086544163674e-01	-2.727608996761900495e-01
1.298041636825358891e+00	-1.320670753092953342e+00	-4.784408301587462220e-01	-5.918674490381254927e-01	-7.357294966075912379e-01	2.677474283997411497e+00	-1.291649031329915820e+00	3.140926609732269670e-01
-7.434989898787336578e-04	-1.660609339753110092e+00	-6.514376632275638013e-01	-7.101690853835311845e-01	-1.657370064850862967e-01	2.521726019487790627e+00	-1.647755956525509768e+00	4.373269461414542314e-01
-1.564514219799816974e+00	-5.708946020089911144e-01	7.771986995999848880e-01	3.853979606854920359e-01	2.128546633748553685e-01	2.657419055844005840e+00	-5.547888529663212998e-01	4.768077627777402017e-02
-2.310188875730619706e+00	-3.481798577226964675e-02	1.006122509589198799e+00	2.015819199825644170e-01	5.651864421925147930e-01	1.171383069045986769e+00	-6.437316245947101168e-01	2.441530951577368658e+00
-5.981842951842472056e-01	-1.176247273315317532e+00	1.457951897165865041e-01	-7.190034909832870857e-01	-1.139589058146062817e+00	2.896256533786879750e+00	-1.247692004155391166e+00	8.053017359259024427e-03
-1.025939877219186780e+00	6.400406617888058092e-01	2.199247585686034956e+00	-1.865903464444363669e-01	3.977720624978152930e+00	-6.385051876523613057e-01	3.420958821686719831e-01	1.266581417925914665e-01
-1.143381214140755775e+00	4.199910804785011442e-01	2.893600827372193152e+00	-5.961565029899239254e-02	3.434052171197554681e+00	-6.532591899316332329e-01	-2.012719775267933775e-01	-3.520980171564906946e-01
-9.048886183772441028e-01	1.677182241781054461e-01	2.483038958403712027e+00	1.467247885982847500e-02	3.328089689240831817e+00	-1.106301929130494743e+00	-8.447198082916282380e-02	-6.210017952253593654e-01
-2.225608376265006072e+00	2.293683012827475998e-01	2.636766395417288189e-01	3.784770475817033075e-01	9.291573260597749684e-01	1.243714672701966339e+00	-6.983159025898999506e-01	2.925107166896237842e+00
-6.703290421061923743e-01	9.268790524466793412e-01	2.667525231861930024e+00	3.892949752775185512e-01	3.905462843802943951e+00	-5.036889081561704007e-01	-2.297722723371616316e-01	-1.683618462060982590e-01
5.113297833501376788e-01	4.544076561467671471e-01	3.777255628031013779e-01	8.536943298126552504e-01	-2.650190270893686417e-01	5.561574039968834038e-01	-4.368741930389077321e-01	2.151434716854836893e+00
6.379918252607295059e-01	-1.331568281739736737e+00	-7.146357374377982907e-01	-6.633422521731116017e-01	-8.762419239335768051e-01	3.111113352614259586e+00	-1.366056986272236706e+00	6.018220522146044971e-01
-1.615682896768951604e+00	-1.482025305610668475e+00	2.171692974186106628e+00	6.379488554283829771e-01	2.065931447688417411e+00	3.157841062877361216e-01	1.306042775778560316e-01	-6.098143247576867099e-01
-1.399910157926045340e+00	-5.388548265103830781e-01	1.998521690002922346e+00	4.688435265528994034e-01	2.929631821310584083e+00	-4.669723381362280157e-01	-2.189537288952249638e-01	-5.022615661825313715e-01
-1.333088747861408851e+00	-1.260961049358193309e+00	5.690455689069449097e-01	-1.277405559891617415e+00	-2.781232463557277157e-01	2.327839489894981018e+00	-5.780121759817246074e-01	-7.946124590880534466e-01
1.171935772074506943e+00	-8.742017503213829199e-01	-6.744433463133838735e-01	-6.971824931428529659e-01	-7.472865004205522244e-01	2.871165482132695068e+00	-1.643503536267653553e+00	2.672586190879948018e-02
-1.224953635070128222e+00	-1.065329046875216568e+00	4.944672677507974123e-01	-1.228459689787594566e+00	3.060858447450783837e-01	1.983276434615323547e+00	-6.603880873753636971e-01	-1.549574829154718669e+00
1.743109404724587641e-01	-1.668804836979430384e+00	-7.032897167254335002e-01	-5.048419392360627977e-01	-7.297182465202757262e-01	2.832130799078347749e+00	-1.455181403880518642e+00	2.503382734112678532e-01
-1.507965650457220530e+00	-7.451067305516891892e-01	8.753081255394861149e-01	-2.416813388323698630e-01	7.140675997043370860e-01	1.440968476424409950e+00	-3.795500298981788201e-01	-1.303395746949838507e+00
-1.903672170751734116e+00	5.775533640118065692e-01	7.686744701885013242e-01	7.026781088840271527e-01	5.499759537838007084e-01	1.152113087994214080e+00	-1.135978343148887681e+00	2.880207553988105129e+00
6.427992540493843165e-01	-1.345463545503062353e+00	-5.970639095203347235e-01	-6.124646860232129120e-01	-4.215493851148613969e-01	3.040240285387453945e+00	-1.245821093147807979e+00	1.870798017054389750e-01
-2.271792472518719741e+00	5.052024868149154191e-01	1.503206082569959134e+00	-3.330090130821235506e-01	2.211584076648658859e-01	1.343015291534927380e+00	-8.071014066983880353e-01	2.812202206020618434e+00
-1.124417034765848422e+00	-7.610462940181460523e-01	4.900444427676525216e-01	-9.588568416008653728e-01	3.967596143565786937e-01	2.769179540550220864e+00	-8.108502670182957117e-02	-6.659522638695370977e-01
1.702747256765588135e+00	-7.921187845861921151e-01	-5.704861999503118009e-01	-5.137801038422179500e-01	-7.248469230772299279e-03	2.797431848584596370e+00	-1.579928962729933328e+00	3.423529862339235175e-01
1.149879297437849113e+00	-1.622473826793853657e+00	-4.561131714347726462e-01	-3.625670680945293212e-01	-8.964921852699632154e-01	2.567013347998757133e+00	-1.504798533279745776e+00	-1.094349925481772207e-01
-1.229622435341005904e+00	8.032786021560240908e-01	2.579519896786752753e+00	-5.592659730325120343e-02	3.615408891872344377e+00	-7.155242298363220232e-01	2.050067692088121674e-01	-1.001073039300865442e-01
-1.393926325957792534e+00	-1.147551463578230235e+00	1.658806074945998965e+00	5.032698977793171879e-01	2.268558207368378543e+00	8.931989486404551259e-02	-4.202972061174322510e-02	-9.593432851779595261e-01
1.368776935107243409e+00	-1.181244879488763999e+00	-5.435943698255043532e-01	-4.719184197817575810e-01	-3.112632401312362407e-01	3.618863414476532370e+00	-1.134630241025740949e+00	1.469497038872745812e-02
