-1.515935957431793213e-01	1.266798496246337891e+00	-5.668054521083831787e-02	1.479507923126220703e+00	5.720891952514648438e-01	8.925247192382812500e-01	-5.206716656684875488e-01	1.217467904090881348e+00
-5.684748291969299316e-01	-5.069567561149597168e-01	1.078685641288757324e+00	-6.700513362884521484e-01	-1.448741257190704346e-01	-9.104388356208801270e-01	1.083851099014282227e+00	-3.833115696907043457e-01
-1.310087919235229492e+00	-2.392836511135101318e-01	-1.358587592840194702e-01	-5.953271389007568359e-01	1.128570199012756348e+00	-1.499077677726745605e-01	-5.345529913902282715e-01	4.906096458435058594e-01
-6.605274975299835205e-02	3.350557327270507812e+00	1.059611439704895020e-01	2.759729862213134766e+00	-1.488783955574035645e-02	1.788209915161132812e+00	-5.874468684196472168e-01	2.278786182403564453e+00
-5.181546807289123535e-01	2.071891307830810547e+00	8.105514049530029297e-01	-4.582852497696876526e-02	-1.019744873046875000e-01	1.298676490783691406e+00	-7.824133634567260742e-01	2.693337202072143555e+00
-4.237310588359832764e-01	1.602339625358581543e+00	4.247224330902099609e-01	-1.594231724739074707e-01	-1.649965643882751465e-01	1.071629285812377930e+00	-8.024946451187133789e-01	2.682493448257446289e+00
-6.939960271120071411e-02	3.345661163330078125e+00	1.155228614807128906e-01	2.764127254486083984e+00	-1.518797688186168671e-02	1.796300530433654785e+00	-5.853655338287353516e-01	2.297823190689086914e+00
-1.125305294990539551e+00	-2.653107643127441406e-01	-7.604824006557464600e-02	-7.210829257965087891e-01	-7.261682301759719849e-03	-1.211188063025474548e-01	-6.033896803855895996e-01	5.225703120231628418e-01
3.061978220939636230e-01	-6.021475195884704590e-01	-9.100320339202880859e-01	-2.051294967532157898e-02	-1.003733202815055847e-01	-4.331625998020172119e-01	-1.179963201284408569e-01	-2.418695576488971710e-02
-8.315706849098205566e-01	-8.806005120277404785e-02	-1.419166624546051025e-01	9.713438749313354492e-01	1.951023101806640625e+00	-1.787668317556381226e-01	1.517320275306701660e-01	-2.741785943508148193e-01
-4.620364606380462646e-01	-7.052627205848693848e-01	-5.069707632064819336e-01	-3.285179436206817627e-01	1.620764732360839844e+00	-4.290555417537689209e-01	-1.883745640516281128e-01	-2.964194416999816895e-01
-6.814089417457580566e-02	3.345931053161621094e+00	1.015703082084655762e-01	2.780923604965209961e+00	-1.134245283901691437e-02	1.798000454902648926e+00	-5.816590785980224609e-01	2.274477243423461914e+00
-1.310212254524230957e+00	-4.155942201614379883e-01	-1.243294030427932739e-01	-7.841652631759643555e-01	1.126939535140991211e+00	-2.910562157630920410e-01	-5.330704450607299805e-01	2.997701466083526611e-01
-4.902147948741912842e-01	6.266030073165893555e-01	-1.181637402623891830e-02	4.685659706592559814e-01	1.380789995193481445e+00	5.016227960586547852e-01	-5.429670810699462891e-01	8.253445625305175781e-01
-2.150372266769409180e-01	-1.048444211483001709e-01	-1.576410681009292603e-01	-5.793539285659790039e-01	-3.538556694984436035e-01	1.339267939329147339e-01	-8.494969606399536133e-01	2.229330778121948242e+00
4.138527214527130127e-01	-9.020292758941650391e-01	-1.450242251157760620e-01	-6.452341675758361816e-01	-2.583679556846618652e-01	-1.055036783218383789e+00	1.518550634384155273e+00	-6.851373910903930664e-01
-1.075858235359191895e+00	1.933878362178802490e-01	-1.810276657342910767e-01	6.405865550041198730e-01	2.068295240402221680e+00	-1.667874753475189209e-01	-1.389541476964950562e-01	-9.577683359384536743e-02
1.363669991493225098e+00	-8.282609581947326660e-01	-7.787424921989440918e-01	-1.154229715466499329e-01	-6.724042445421218872e-02	-4.778682291507720947e-01	-8.212568238377571106e-03	-9.717867523431777954e-02
-5.279604792594909668e-01	-6.843503117561340332e-01	-5.003039240837097168e-01	-7.255261540412902832e-01	2.953672409057617188e-02	-4.395435750484466553e-01	-3.854228556156158447e-01	4.102167487144470215e-02
